Date,Close,High,Low,Open,Volume,MA_5
11/09/2021,326.2053223,328.894964,324.8264983,327.3316488,21307400,327.3316488
11/10/2021,321.2046814,324.9236036,320.3502319,324.8653464,25500900,326.2053223
11/11/2021,322.787384,324.0885119,320.923093,321.6416187,16849800,323.7050018
11/12/2021,326.9529724,327.4481886,324.1079682,324.2342021,23831000,323.3991292
11/15/2021,326.3218384,328.0793345,324.3410031,327.7492002,16723000,324.28759
11/16/2021,329.6620178,330.7883739,325.7780438,325.9430961,20886800,324.6944397
11/17/2021,329.8857727,332.8721839,328.796275,329.7106812,19053400,325.3857788
11/18/2021,331.9772339,333.1251251,327.940244,328.9713779,22463500,327.1219971
11/19/2021,333.7670898,335.7029223,332.8818953,333.3099165,21963400,328.959967
11/22/2021,330.576416,340.1484989,330.3040416,335.2359926,31031100,330.3227905
11/23/2021,328.4849854,330.2068073,324.4771775,327.8721355,30427600,331.1737061
11/24/2021,328.7087402,328.9519328,324.8176599,327.1231203,21661300,330.9382996
11/26/2021,320.7028503,328.7282039,319.1853313,325.2456999,24217200,330.7028931
11/29/2021,327.463562,329.798204,325.6250125,325.8195784,28563500,328.4480164
11/30/2021,321.5880432,328.5822622,320.0316052,326.1892562,42885600,327.1873108
12/01/2021,321.0919189,330.0414151,320.4207349,326.0044254,33337600,325.3896362
12/02/2021,320.5179749,324.4090548,318.8739912,321.3059162,30766000,323.9110229
12/03/2021,314.2144165,323.6405593,309.3700117,322.9498713,41779300,322.2728699
12/06/2021,317.3078918,318.5335917,310.53742,315.1288962,30032600,320.9751831
12/07/2021,325.8001709,326.6561836,321.111412,322.6094862,31021900,318.9440491
12/08/2021,325.8487854,326.3643523,321.7923212,326.1795237,24761000,319.7864746
12/09/2021,324.0296631,327.3273376,323.0763379,325.3039893,22214200,320.7378479
12/10/2021,333.2127075,333.6601735,325.6737386,325.8585673,38095700,321.4401855
12/13/2021,330.1581116,334.4285859,329.8468181,331.4032559,28899400,325.2398438
12/14/2021,319.3993225,325.5277918,315.2844944,324.1464452,44438700,327.8098877
12/15/2021,325.5374451,326.0627491,315.6638364,319.6619065,35381100,326.529718
12/16/2021,316.0529785,327.5900466,314.2241661,326.5686202,35034800,326.46745
12/17/2021,314.9829102,316.0724375,308.6112786,312.1424384,47750300,324.872113
12/20/2021,311.1988525,314.0101424,308.9225743,311.3350249,28326500,321.2261536
12/21/2021,318.3779297,318.8059509,311.0918616,314.4868493,24740600,317.4343018
12/22/2021,324.1269531,324.5257627,316.8798053,319.3603567,24831500,317.2300232
12/23/2021,325.5763855,327.2301063,323.6697647,323.6892094,19617800,316.9479248
12/27/2021,333.1251221,333.154304,326.2962572,326.3254391,19947000,318.8526062
12/28/2021,331.9577637,334.4480525,331.0530947,333.8060207,15661500,322.4810486
12/29/2021,332.6387634,334.9247495,330.4305562,332.0064391,15042000,326.6328308
12/30/2021,330.0803528,333.7866044,329.5939677,332.5998237,15994500,329.4849976
12/31/2021,327.1620483,330.1192481,326.7048452,329.2924172,18000800,330.6756775
01/03/2022,325.6347656,328.7962682,320.8000974,326.2184336,28865100,330.9928101
01/04/2022,320.0510559,326.0725044,317.2397365,325.7125545,32674300,329.4947388
01/05/2022,307.7649841,317.191128,307.3758821,316.9868249,40054300,327.1133972
01/06/2022,305.3330994,310.0218586,303.0081645,304.6229665,39646100,322.1386414
01/07/2022,305.488739,307.8817452,301.6462851,305.5957295,32720000,317.1891907
01/10/2022,305.7124329,306.1501913,296.3933088,301.0625932,44289500,312.8545288
01/11/2022,306.4031372,307.9887275,301.451741,304.8466991,29386800,308.8700623
01/12/2022,309.6035156,314.603568,308.4459169,310.9654175,34372200,306.1404785
1/13/2022,296.5003357,312.1424966,295.7221314,311.7436573,45366000,306.5081848
1/14/2022,301.7532959,302.3564086,295.4789169,295.9653019,39846400,304.7416321
1/19/2022,295.0703125,305.3622358,294.4574923,297.9497331,45933900,303.9945435
1/20/2022,293.3874512,303.1637782,292.9399853,300.6540446,35380700,301.8661194
1/21/2022,287.9691467,295.8291165,287.5605702,294.4477995,57984400,299.2629822
