Date,Close,High,Low,Open,Volume,MA_5
09/11/2021,333.7967834472656,339.7089215,332.90101139805864,338.40506910110867,17556700,338.40506910110867
10/11/2021,326.10308837890625,331.62704173879837,323.98307513420957,330.93031321844114,21872600,333.7967834472656
11/11/2021,326.2026367,330.90049749066253,325.4661176097251,328.27289692301093,12376600,329.94993591308594
12/11/2021,339.2909240722656,340.25634471248503,328.23302448965154,328.6311420434949,25414300,328.7008361816406
15/11/2021,345.92962646484375,351.9910552055998,341.59009339241663,342.72472996548066,25076600,331.3483581542969
16/11/2021,341.3511657714844,345.0238584075251,339.27097360863104,342.2170797406546,18181100,334.2646118164063
17/11/2021,339.1714782714844,345.67084561746344,338.5046382,342.62520213677027,13602800,335.7754883
18/11/2021,337.10125732421875,340.85356187246754,333.72714473719753,338.1264245,17487200,338.3891662597656
19/11/2021,343.6802062988281,350.4483261320839,338.3055434,340.5947725,26488500,340.5688903808594
22/11/2021,339.4103698730469,352.1702095994419,338.9127153172373,347.4126332608795,27116800,341.4467468261719
23/11/2021,335.6679992675781,339.79852602282074,331.93559008372813,337.34011129208125,17225000,340.1428955078125
24/11/2021,339.4601135253906,340.1767372803542,331.24881358804356,334.42385199377156,13566200,339.0062622070312
26/11/2021,331.557373,336.16565918592676,330.3430946913893,334.2247942296062,14750700,339.0639892578125
29/11/2021,336.4443359,339.07196655746384,333.7370939537903,335.3096993511872,16650900,337.95521240234376
30/11/2021,322.9379577636719,334.2347212729011,321.91279068284473,333.4285233925623,25390000,336.50803833007814
01/12/2021,309.14300537109375,328.94964992722845,308.8344619871975,328.7406435259103,30329600,333.21355590820315
02/12/2021,308.9339904785156,313.1242330724047,305.75895218040523,309.93923196398356,24396200,327.90855712890624
03/12/2021,305.4006042480469,312.27819295535653,298.09503996853954,312.25829771051696,27471000,321.80333251953124
06/12/2021,316.3789063,318.5984565303587,304.90299327018903,306.6846051,21758300,316.5719787597656
07/12/2021,321.29571533203125,325.00822906181776,319.4942083628053,320.06154181704915,18794000,312.55889282226565
08/12/2021,329.0093688964844,331.18909822383927,321.5545135653709,323.4754528106619,19937700,312.2304443359375
09/12/2021,328.27288818359375,334.5532868161569,326.4614181466979,327.9942028221041,16879200,316.20371704101564
10/12/2021,328.20318603515625,333.4584170332668,324.8390363115673,331.0000022640614,14528000,320.0714965820313
13/12/2021,332.9209289550781,339.48997504686696,328.0439204719581,329.3975566337777,22948700,324.63201293945315
14/12/2021,332.1744384765625,334.1252661184989,326.11300990025524,326.5111274523815,20461000,327.94041748046874
15/12/2021,340.05731201171875,340.50518288372535,322.4602543483379,330.93031416613354,24681300,330.1161621
16/12/2021,333.32904052734375,342.8441939,332.17447822592237,337.38991901847066,22635000,332.32575073242185
17/12/2021,332.2242431640625,335.5286464,329.1984949025982,331.23886647028985,40012600,333.33698120117185
20/12/2021,323.9233398,328.3524468556564,321.01702407658814,328.23301463053303,17901800,334.1411926269531
21/12/2021,332.6323242,334.4238685074129,322.2313316347468,324.87885757202804,16116800,332.3416748046875
22/12/2021,328.8999023,332.9408548364397,326.72017299739485,332.23416350993966,16764600,332.433252
23/12/2021,333.66741943359375,335.09073455875176,326.81968783291677,328.5515463551032,13987700,330.20177001953124
27/12/2021,344.5561218261719,346.2381967565768,336.42446290171756,337.2605189611526,17795000,330.2694458007812
28/12/2021,344.59588623046875,351.05543197755543,343.58068197631724,345.0039665689939,16637600,332.73582153320314
29/12/2021,341.3313293457031,348.04966624627264,340.0374395738821,345.2827079673855,10747000,336.8703308105469
