Date,Close,High,Low,Open,Volume,MA_5
09/11/2021,148.2164764404297,148.8258093306056,147.47937439726354,147.61696617879937,56787900,147.61696617879937
10/11/2021,145.3761749267578,147.54817551221967,145.30738653523977,147.4400666143663,65187100,148.2164764404297
11/11/2021,145.32705688476562,146.86022697622457,145.14032193837838,146.3983234198743,41000000,146.79632568359375
12/11/2021,147.41061401367188,147.81355180991517,144.9437691094762,145.87742887561228,63804000,146.30656941731772
15/11/2021,147.42044067382812,149.26811499578258,146.86023580100388,147.7840729619811,59222800,146.58258056640625
16/11/2021,148.4031982421875,148.8847769331927,146.77174226503004,147.3614298460006,59256200,146.75015258789062
17/11/2021,150.8503875732422,152.33441420975052,148.39338089243975,148.40320352046666,88807000,146.7874969482422
18/11/2021,155.15504455566406,155.94128964959728,150.41794373346818,151.0665970606914,137827700,147.88233947753906
19/11/2021,157.78897094726562,158.25088939976666,153.83810003292044,154.93883421945299,117305600,149.84793701171876
22/11/2021,158.25091552734375,162.85042556306863,158.23125527180156,158.89955399642577,117467900,151.9236083984375
23/11/2021,158.6342010498047,159.0174935359154,156.3246085076116,158.34917984431854,96041900,154.08970336914064
24/11/2021,159.1550750732422,159.35163261820963,156.89462581516804,157.9855374355737,69463600,156.13590393066406
26/11/2021,154.11326599121094,157.69066668554564,153.67100784147934,156.82581063613492,76959800,157.79684143066407
29/11/2021,157.48431396484375,158.4179736,156.05923801728514,156.6292653970327,88748200,157.58848571777344
30/11/2021,162.45726013183594,162.6734778867134,157.16977775663022,157.23858113153506,174048100,157.52755432128907
01/12/2021,161.9364013671875,167.3712989739356,161.7005233258962,164.59978822518326,152052500,158.3688232421875
02/12/2021,160.94378662109375,161.3762222672704,155.08629013119497,156.01012719413941,136739200,159.02926330566407
03/12/2021,159.05679321289062,162.1231479856483,156.97325618498053,161.19931100266786,118023100,159.3870056152344
06/12/2021,162.4769744873047,164.99294738585093,161.4548511245319,161.4646737543423,107497000,160.3757110595703
07/12/2021,168.23619079589844,168.6293209480544,165.4450341993097,166.1723137335118,120405400,161.3742431640625
08/12/2021,172.0690918,172.93396293794615,167.76441134011625,169.16982694435688,116998900,162.5300293
09/12/2021,171.55804443359375,173.7103848403719,170.92905127787418,171.90203139222558,108923700,164.5565673828125
10/12/2021,176.3639373779297,176.54084965789616,171.68580203438307,172.19686362537885,115402700,166.6794189453125
13/12/2021,172.71774291992188,178.99785124666644,172.5113477652422,178.00521097357498,153237000,170.1408477783203
14/12/2021,171.33201599121094,174.6833771787867,169.24847882890847,172.23619277855693,139380400,172.18900146484376
15/12/2021,176.21652221679688,176.41307975206385,169.34672613583356,172.09857661870694,131063300,172.80816650390625
16/12/2021,169.29757690429688,178.02486912244925,167.81355032065514,176.19685561719783,150185800,173.6376525878906
17/12/2021,168.19683837890625,170.48677026390172,166.77177759111154,167.0076406202552,195432700,173.18555908203126
20/12/2021,166.83078002929688,167.6465081759867,164.5801681519043,165.38605867263166,107499100,171.55213928222656
21/12/2021,170.0150146484375,170.22139478126294,166.21155866908464,168.60959923585196,91185900,170.37474670410157
22/12/2021,172.61944580078125,172.83566356965642,169.18945937305884,170.06415307573488,92135300,170.11134643554686
23/12/2021,173.2484588623047,173.80866359990947,172.25583353339374,172.82586089930805,68356600,169.39193115234374
27/12/2021,177.2288055419922,177.3172541822936,174.02487426792013,174.04451952373478,74919600,170.1821075439453
28/12/2021,176.20668029785156,178.2116060992947,175.45975568348982,177.0617287998104,79144300,171.9885009765625
29/12/2021,176.29518127441406,177.52368484557286,175.0765003331272,176.2460381322914,62348900,173.86368103027343
30/12/2021,175.13543701171875,177.46468959324108,175.02732811556052,176.38360063165865,59773000,175.11971435546874
31/12/2021,174.51625061035156,176.14769139570436,174.2115692323077,175.02729712317227,64062300,175.62291259765624
03/01/2022,178.87991333007812,179.73496187327837,174.6538737,174.77180525837534,104487900,175.87647094726563
04/01/2022,176.60964965820312,179.79393593953884,176.0396222685355,179.4892694890775,99310400,176.20669250488282
05/01/2022,171.9118194580078,177.0715328218442,171.63663594498001,176.5211657957886,94537600,176.28728637695312
06/01/2022,169.04208374023438,172.28533602057317,168.68827412789958,169.73004270966848,96904000,175.41061401367188
07/01/2022,169.2091522216797,171.1452748909949,168.0887576563829,169.9167714204335,86709100,174.1919434
10/01/2022,169.22879028320312,169.53345670452697,165.27791944101605,166.1722734494287,106765600,173.13052368164062
11/01/2022,172.0690918,172.1673630652104,167.88235785704865,169.35656184948618,76138300,171.20029907226564
12/01/2022,172.5113525390625,174.13297095610363,171.8135710369917,173.09120251884048,74805200,170.2921875
13/01/2022,169.22879028320312,173.5825988136433,168.83566022635117,172.7570481888216,84505800,170.41209411621094
14/01/2022,170.09365844726562,170.7914399169012,168.1476984416165,168.3933990992247,80440800,170.44943542480468
19/01/2022,163.3712921142578,168.13789130970082,163.0862859235723,167.07646257144611,94815000,170.62633666992187
20/01/2022,161.6808319091797,166.7619189727944,161.35650528856056,164.10835525435476,91420500,169.4548370361328
21/01/2022,159.6169891357422,163.46957389675498,159.50888023954428,161.59241715203612,122848900,167.37718505859374
24/01/2022,158.84056091308594,159.50887451917274,152.0395683138979,157.26808565686596,162294600,164.79831237792968
25/01/2022,157.03219604492188,159.9609436,154.31966630533267,156.24595097657829,115798400,162.72066650390624
26/01/2022,156.94375610351562,161.56292551584528,155.1059199641222,160.6882317654177,108275300,160.1083740234375
27/01/2022,156.4818572998047,161.02240127110773,155.55802030212934,159.65630602886313,121954600,158.82286682128907
28/01/2022,167.4008026123047,167.4204628672782,160.0002987329338,162.8602584781643,179935700,157.78307189941407
31/01/2022,171.7742462158203,171.9904639988434,166.59487204384064,167.23370276509192,115541600,159.33983459472657
01/02/2022,171.60719299316406,171.83323343223077,169.3467436133565,171.0175053301255,86213900,161.92657165527345
02/02/2022,172.81602478027344,172.8553452866124,170.34919537896823,171.74477342641566,84914300,164.84157104492186
03/02/2022,169.92657470703125,173.20914700397037,169.1599898283705,171.47940471663034,89418100,168.01602478027343
04/02/2022,169.64122009277344,171.32396054369477,167.9584796418521,168.9425345214472,82465400,170.70496826171876
07/02/2022,168.9228516,171.1763304609041,168.22416604358875,170.1037143263292,77251200,171.1530517578125
08/02/2022,172.04229736328125,172.55401004838063,168.69650213361186,168.9917215679186,74829200,170.58277282714843
09/02/2022,173.4691925048828,173.83328800439335,172.1111919697569,173.24286408752374,71285000,170.66979370117187
10/02/2022,169.3754883,172.68191263721238,168.81458491651972,171.36328295754743,90865900,170.80042724609376
11/02/2022,165.9510040283203,170.32020982591467,165.36056513089437,169.5821687118747,98670700,170.6902099609375
14/02/2022,166.18719482421875,166.8760302449342,163.90418026929203,164.70126232865465,86185500,169.95216674804686
15/02/2022,170.0348358154297,170.1922882,167.53534303134987,168.24386374496802,62527400,169.40503540039063
16/02/2022,169.79867553710938,170.57607229918491,167.33853829378842,169.1098401120767,61177400,169.0035430908203
